<46>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu rsyslogd - - -  [origin software="rsyslogd" swVersion="7.4.7" x-pid="12745" x-info="http://www.rsyslog.com"] start
<43>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu rsyslogd-2307 - - -  warning: ~ action is deprecated, consider using the 'stop' statement instead [try http://www.rsyslog.com/e/2307 ]
<43>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu rsyslogd-2307 - - -  warning: ~ action is deprecated, consider using the 'stop' statement instead [try http://www.rsyslog.com/e/2307 ]
<30>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu systemd - - -  Stopping System Logging Service...
<30>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu systemd - - -  Starting System Logging Service...
<30>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu systemd - - -  Started System Logging Service.
<29>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Psc::Syslog/Service[rsyslog]) Triggered 'refresh' from 2 events
<29>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Psc::Sendmail/File[/etc/mail/sendmail.cf]/content) content changed '{md5}36238b0560584af8142f10b05b0f2b34' to '{md5}25924a283435840cf9461792d2fa27b5'
<29>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Psc::Sendmail/File[/etc/mail/submit.cf]/content) content changed '{md5}f68ab9a5c5ec5c58a255243906be2131' to '{md5}df07226fb5e72263293f4d6e3d704a6a'
<29>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Psc::Sendmail/File[/etc/mail/service.switch]/ensure) defined content as '{md5}03bbf0df178a91b4051bb353c93a1885'
<30>1 2016-03-22T11:45:10-04:00 r001.pvt.bridges.psc.edu systemd - - -  Stopping Sendmail Mail Transport Client...
<30>1 2016-03-22T11:45:10-04:00 r001.pvt.bridges.psc.edu systemd - - -  Stopping Sendmail Mail Transport Agent...
<30>1 2016-03-22T11:45:10-04:00 r001.pvt.bridges.psc.edu systemd - - -  Starting Sendmail Mail Transport Agent...
<29>1 2016-03-22T11:45:12-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 checking for monitored file `/etc/netgroup': No such file or directory
<22>1 2016-03-22T11:45:14-04:00 r001.pvt.bridges.psc.edu sendmail 12727 - -  u2MFjEcU012727: from=fail2ban@localhost, size=223, class=0, nrcpts=1, msgid=<201603221545.u2MFjEcU012727@r001.pvt.bridges.psc.edu>, relay=root@localhost
<22>1 2016-03-22T11:45:14-04:00 r001.pvt.bridges.psc.edu sendmail 12727 - -  u2MFjEcU012727: to=root@localhost, delay=00:00:00, xdelay=00:00:00, mailer=relay, pri=30223, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]
<22>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu sendmail 12774 - -  starting daemon (8.14.7): SMTP+queueing@01:00:00
<30>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu systemd - - -  PID file /run/sendmail.pid not readable (yet?) after start.
<30>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu systemd - - -  Started Sendmail Mail Transport Agent.
<30>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu systemd - - -  Starting Sendmail Mail Transport Client...
<29>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Psc::Sendmail/Service[sendmail]) Triggered 'refresh' from 3 events
<29>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Omnipath/File[/etc/sysconfig/irqbalance]/content) content changed '{md5}5d2ffed2b2c76cc7b751e3bf412b1181' to '{md5}e7f5ab16d9d8e7941c55f0f5f259b0fd'
<22>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu sm-msp-queue 12789 - -  starting daemon (8.14.7): queueing@01:00:00
<30>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu systemd - - -  Failed to read PID from file /run/sm-client.pid: Invalid argument
<30>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu systemd - - -  Started Sendmail Mail Transport Client.
<29>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Omnipath/File[/etc/modprobe.d/hfi1.conf]/ensure) defined content as '{md5}b4852eaba545b43aec46efd2d8ac16c9'
<18>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu sendmail 12791 - -  u2MFjFPg012791: SYSERR(root): Switch map aliases: unknown member map aliases.nisplus
<22>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu sendmail 12791 - -  u2MFjFPg012791: from=<fail2ban@r001.pvt.bridges.psc.edu>, size=476, class=0, nrcpts=1, msgid=<201603221545.u2MFjEcU012727@r001.pvt.bridges.psc.edu>, proto=ESMTP, daemon=MTA-v6, relay=localhost [127.0.0.1]
<22>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu sm-msp-queue 12790 - -  u2MFjEcU012727: to=root@localhost, delay=00:00:01, xdelay=00:00:00, mailer=relay, pri=120223, relay=[127.0.0.1] [127.0.0.1], dsn=2.0.0, stat=Sent (u2MFjFPg012791 Message accepted for delivery)
<18>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu sendmail 12801 - -  u2MFjFPg012791: SYSERR(root): Switch map aliases: unknown member map aliases.nisplus
<30>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu systemd - - -  Stopping irqbalance daemon...
<30>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu systemd - - -  Started irqbalance daemon.
<30>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu systemd - - -  Starting irqbalance daemon...
<29>1 2016-03-22T11:45:15-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Omnipath/Service[irqbalance]) Triggered 'refresh' from 1 events
<22>1 2016-03-22T11:45:16-04:00 r001.pvt.bridges.psc.edu sendmail 12801 - -  u2MFjFPg012791: to=<root@r001.pvt.bridges.psc.edu>, delay=00:00:01, xdelay=00:00:01, mailer=local, pri=30694, dsn=2.0.0, stat=Sent
<14>1 2016-03-22T11:45:17-04:00 r001.pvt.bridges.psc.edu yum 12814 - -  Updated: infiniband-diags-1.6.5-3.el7.x86_64
<30>1 2016-03-22T11:45:17-04:00 r001.pvt.bridges.psc.edu systemd - - -  Reloading.
<28>1 2016-03-22T11:45:17-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:17-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/auditd.service is marked world-inaccessible. This has no effect as configuration data is accessible via APIs without restrictions. Proceeding anyway.
<28>1 2016-03-22T11:45:17-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/ebtables.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:17-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:17-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:17-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<14>1 2016-03-22T11:45:17-04:00 r001.pvt.bridges.psc.edu yum 12814 - -  Installed: rdma-ndd-1.6.5-3.el7.x86_64
<29>1 2016-03-22T11:45:18-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Omnipath/Package[rdma-ndd]/ensure) created
